Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
A57FFCB6-48B8-1AE5-E938-612AB19FCC4F,"GS35F4902H","SS000930850",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","NM",01,"USA","$119,589.00",06/13/2009,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2009,Prime
8F8AD661-A12A-B5C1-4A8B-ABE040FB516F,"GS35F4902H","DOCEA133E09NC0277",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","NC",10,"USA","$501,213.00",02/17/2009,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","N/A","N/A","","",2009,Prime
65E6BAFB-1EE4-C967-5513-D7E08A48452D,"DOC44PAPT0909004","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$165,031.70",09/29/2009,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","N/A","N/A","","",2009,Prime
17DAD8BD-49C7-A023-C229-1DA30D0CEE85,"GS35F4902H","SS000930276",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",07,"USA","$4,203.88",01/07/2009,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2009,Prime
FEA0F8F7-9099-6287-1361-BFA24106FAFD,"DOC44PAPT0909004","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$2,482,581.37",02/13/2009,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","N/A","N/A","","",2009,Prime
2F8648D2-950B-640A-E3B8-77BBF728C723,"GS35F4902H","GSA0009PD0022",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","DC",00,"USA","$1,102,502.25",11/04/2008,Contracts,"General Services Administration","Office of the Chief People Officer","N/A","N/A","","",2009,Prime
A2B05431-3B69-F0E2-4B65-CB75ED940DBB,"GS35F4902H","DJFA9G903909",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",08,"USA","$919,165.90",02/10/2009,Contracts,"Department of Justice","Federal Bureau of Investigation","N/A","N/A","","",2009,Prime
B2FDC9E1-DFBB-B629-90B3-E0F376EA6210,"GS35F4902H","DOCDG133W09NC2613",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",08,"USA","$13,817.00",09/15/2009,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","N/A","N/A","","",2009,Prime
1CD22FE6-F32B-9BEE-9684-FD0CAFD224A4,"AG7245P090054","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","LA",02,"USA","$39,140.00",07/10/2009,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Financial Officer","","",2009,Prime
024C41D6-ACEC-811A-B17F-969671B1D087,"GS35F4902H","HHSN276200900237U",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","CA",17,"USA","$45,129.56",04/28/2009,Contracts,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","","",2009,Prime
B03B21D8-B7F0-0AC8-DC62-F5FF9A89B125,"GS35F4902H","HHSF223200950166G",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","AR",04,"USA","$83,788.54",09/16/2009,Contracts,"Department of Health and Human Services","Food and Drug Administration","N/A","N/A","","",2009,Prime
EF4CDDEE-8684-D962-BBE6-4B2964343F8F,"FA703709P8176","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","TX",20,"USA","$104,400.80",09/28/2009,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2009,Prime
87D2776C-F007-37DF-C648-EDE03A10A29E,"DJFA2ITD143","N/A",786823575,"JESKELL INCORPORATED","San Francisco               ","CA",12,"USA","CA",12,"USA","$12,731.00",06/07/2012,Contracts,"Department of Justice","Federal Bureau of Investigation","Department of Justice","Federal Bureau of Investigation","","",2012,Prime
D7EE8346-168E-81EB-024E-565A6F5BB0FB,"DOLB099629523","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","DC",00,"USA","$1,799,996.00",09/24/2009,Contracts,"Department of Labor","Office of the Assistant Secretary for Administration and Management","Department of Labor","Office of the Assistant Secretary for Administration and Management","","",2009,Prime
02CB233A-35A7-9435-2ED0-09EB0CFED1D4,"GS35F4902H","M6785409F4707",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","VA",01,"USA","$163,745.04",03/31/2009,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2009,Prime
EDE2BD15-B45F-DBAA-3273-A030F1830420,"DOCSB134109SU0719","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$8,260.00",08/06/2009,Contracts,"Department of Commerce","National Institute of Standards and Technology","N/A","N/A","","",2009,Prime
7506AF2F-DCD9-6AA9-AE9D-404D56F268C7,"GS35F4902H","W912HZ09F0051",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MS",02,"USA","$8,044.00",03/13/2009,Contracts,"Department of Defense","Department of the Army","Department of Defense","Department of the Army","","",2009,Prime
CBECE1F9-7202-167D-1786-A7D26749D9E6,"GS35F4902H","N6133909F0001",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","FL",07,"USA","$3,440.00",10/23/2008,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2009,Prime
E3432D53-0AF9-4459-B75A-5E1B52B60A1E,"DOC44PAPT0909004","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$2,650,933.00",01/31/2012,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","","",2012,Prime
C5B617B1-84AC-A4FB-358F-A8693D7F7C79,"0440034225B","0120",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$124,740.00",04/01/2008,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
9D19F433-C042-C2AA-1F89-317C6E250D2A,"GS35F4902H","DOCDG133W08NC1041",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",08,"USA","$9,600.00",06/04/2008,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","N/A","N/A","","",2008,Prime
2F09FFF5-3E82-C9DA-C957-ECD0C1070180,"0440034225B","0119",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$59,136.00",04/04/2008,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
46F81C2B-8AEC-6350-55E7-528AD36B4B9E,"0440034225B","0122",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$187,110.00",07/07/2008,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
3AE8A79D-8E90-7721-5029-5731F938926D,"FA703708P8196","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","TX",20,"USA","$23,556.00",09/11/2008,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2008,Prime
52099A3A-0555-D1F1-9E19-94462ADEC7BC,"FA703708P8102","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","TX",20,"USA","$275,761.00",06/25/2008,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2008,Prime
20469A72-37A9-90BB-BD63-CA5B1C8A0EB7,"0440034225B","0115",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$3,536.72",10/01/2007,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
E0FDFFF4-CCAC-6691-BF92-E9B284DCF944,"0440034225B","0116",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$9,041.48",11/01/2007,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
7CC63E82-511C-ECA3-37E2-79607AE02387,"0440034225B","0117",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$23,341.78",01/11/2008,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
3A96C305-B555-9BD9-7A26-A4CB70C26EAA,"GS09Q083519","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",20,"USA","$61,682.13",04/30/2008,Contracts,"General Services Administration","Federal Acquisition Service Previously - Federal Technology Service","Department of Defense","Defense Human Resources Activity","","",2008,Prime
19563384-E4FC-91CD-A6D9-1770FD4FCF0F,"FA703708P8063","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","TX",20,"USA","$238,396.00",05/27/2008,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2008,Prime
0BF95905-85BB-728E-E193-F1000A4B0802,"0440034225B","0118",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$4,151.70",02/26/2008,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
79990A5B-6BF5-9BFC-8437-91246D7FA891,"GS35F4902H","AG32KWD080323",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","CA",17,"USA","$30,718.00",08/05/2008,Contracts,"Department of Agriculture","Animal and Plant Health Inspection Service","Department of Agriculture","Animal and Plant Health Inspection Service","","",2008,Prime
4C27E5F4-4058-184D-465B-8E62273529DF,"0440034225B","0121",786823575,"JESKELL INCORPORATED","SUNNYVALE","CA",00,"USA","MD",07,"USA","$37,260.00",05/15/2008,Contracts,"Social Security Administration","Social Security Administration","N/A","N/A","","",2008,Prime
B33CABA6-04E5-53A5-C003-7F10602E64D1,"GS35F4902H","DOCDG133W10NC2771",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",08,"USA","$19,737.00",09/10/2010,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","Department of Commerce","National Oceanic and Atmospheric Administration","","",2010,Prime
4D5D19AE-9C21-A871-1FB0-92445C672B1D,"GS35F4902H","GSB0010NR0105",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","DC",00,"USA","$36,595.20",02/26/2010,Contracts,"General Services Administration","Office of Governmentwide Policy","N/A","N/A","","",2010,Prime
6B698B8B-A884-ECB3-2B63-7077018F0EE3,"GS35F4902H","N0010410FQ139",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","MD",05,"USA","$230,616.63",11/12/2009,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2010,Prime
D534C6B8-7C47-A70C-4716-B8A6AF98AD58,"DOCDG133W11CN0160","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","WV",01,"USA","$15,964.72",06/24/2013,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","Department of Commerce","National Oceanic and Atmospheric Administration","","",2013,Prime
CC4E4FCB-D162-31EC-0B1B-1DF9DE9E72D2,"AG3142C100025","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","CO",07,"USA","$293,220.00",04/14/2010,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Financial Officer","","",2010,Prime
9B1792A5-FFC0-EBA2-2ECB-E4CA790357D6,"FA703710P8065","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","MD",08,"USA","$6,480.00",07/13/2010,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2010,Prime
71A6A860-57AA-76BC-B94E-ED3D2618D07D,"DOCSB134110SU0976","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","MD",06,"USA","$19,792.00",09/08/2010,Contracts,"Department of Commerce","National Institute of Standards and Technology","Department of Commerce","National Institute of Standards and Technology","","",2010,Prime
7C62AF15-CDF4-A1AA-72A7-FA8D5D4E8E1E,"DOCDG133W11CN0160","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","WV",01,"USA","$3,713.45",07/10/2013,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","Department of Commerce","National Oceanic and Atmospheric Administration","","",2013,Prime
D09CD5AD-D8F6-2545-50EA-B1FD020EECB7,"GS35F4902H","HHSN276201000066U",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","CA",17,"USA","$60,614.76",12/04/2009,Contracts,"Department of Health and Human Services","National Institutes of Health","Department of Health and Human Services","National Institutes of Health","","",2010,Prime
2D61E2A4-0761-113B-908D-96F8C415EB69,"GS35F4902H","SP330010F0422",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",08,"USA","$167,600.00",09/27/2010,Contracts,"Department of Defense","Defense Logistics Agency","Department of Defense","Defense Logistics Agency","","",2010,Prime
DC995A2A-6F55-DD9A-6E43-6FBADBDF0117,"DOCSB134110SU0540","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","MD",06,"USA","$749,988.00",05/21/2010,Contracts,"Department of Commerce","National Institute of Standards and Technology","Department of Commerce","National Institute of Standards and Technology","","",2010,Prime
BE5D11B8-0FCB-72BF-B0B4-BEBD8F9B4F27,"DOC40PAPT1002230","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","VA",08,"USA","$74,172.60",06/23/2010,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","","",2010,Prime
606A0B41-8842-21BB-F228-3BD3EE49129B,"AG3142C100025","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","CO",07,"USA","$759,759.40",07/27/2010,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Financial Officer","","",2010,Prime
3846A638-3C2C-514D-991F-0D2EC4880A2E,"DOC44PAPT0909004","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$2,791,517.75",03/31/2010,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","","",2010,Prime
059A957E-0F50-2669-BC72-ED0544D52C77,"GS35F4902H","TPDOIT10K00121",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","NY",18,"USA","$2,147,571.00",09/24/2010,Contracts,"Department of the Treasury","Bureau of the Public Debt","Department of the Treasury","Bureau of the Public Debt","","",2010,Prime
EB7C43F5-33E6-82FE-1613-80CE90042359,"AG3142P110031","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","LA",02,"USA","$34,000.00",01/18/2011,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Financial Officer","","",2011,Prime
91842BEA-FB44-EB8E-7B4B-5B7993413064,"AG3142P110031","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","LA",02,"USA","$75,000.00",05/18/2011,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Financial Officer","","",2011,Prime
97E04208-BE28-0395-4089-6E1E1FE72A1D,"DOC44PAPT0909004","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$148,116.00",03/29/2011,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","","",2011,Prime
D1E0FB3D-D97C-2491-B3FA-D1758EAF558B,"DOC44PAPT0909004","N/A",786823575,"JESKELL INCORPORATED","Sunnyvale                   ","CA",17,"USA","CA",17,"USA","$3,162,190.00",01/31/2011,Contracts,"Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","Department of Commerce","Patent and Trademark Office/Under Secretary for Intellectual Property","","",2011,Prime
33A922C2-6590-46E7-FE56-E8CE996D2DBE,"AG3142C100025","N/A",786823575,"JESKELL INCORPORATED","Rockville                   ","MD",08,"USA","CO",07,"USA","$20,000.00",08/01/2011,Contracts,"Department of Agriculture","USDA, Office of the Chief Financial Officer","Department of Agriculture","USDA, Office of the Chief Financial Officer","","",2011,Prime
ADEEA94C-B862-F6B3-9A2D-BC7764D1C9DA,"GS35F4902H","DJJ11F41OSS352535",786823575,"JESKELL INCORPORATED","San Jose                    ","CA",17,"USA","MD",06,"USA","$344,530.00",10/19/2010,Contracts,"Department of Justice","Offices, Boards and Divisions","Department of Justice","Offices, Boards and Divisions","","",2011,Prime
